	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	W10500-1	W10500-2	W10400-1	W10400-2	W10400-4	W10500-3	W10500-4	W10400-5	W10400-6	W9600-1	W9600-2	W4000-1	W4000-2	W4000-3	W4000-4	W9600-3	W4000-5	W9600-6	3KL	3KS	5KL	5KS	7KL	7KS	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757139	SRR5757140	SRR5757145	SRR5757146	SRR5757147	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757157	SRR5757158	SRR5757159	SRR5757160	SRR5757161	SRR11095128	SRR11095139	SRR11095150	SRR11095161	SRR11095162
5KS	0.897361309	0.897173053	0.960517019	0.874897195	0.886660186	0.875077528	0.902751591	0.896635926	0.894914115	0.8841701	0.889379187	0.95229769	0.912145807	0.913389422	0.898243078	0.87245077	0.876658768	0.869018554	0.87346743	0.900413184	0.889539725	0.877488883	0.873778106	0.865392817	0.867648149	0.876152698	0.859624526	0.848642897	0.869733214	0.86991303	0.868890131	0.923765465	0.909882581	0.934431328	0.912601081	0.940034962	0.940420741	0.935368183	0.9190414	0.937365857	0.964849962	0.927927878	0.962250091	0.94496942	0.869399207	0.901529029	0.856175696	0.89868802	0.886538918	0.905786447	0.907773827	0.902562269	0.895170849	0.883455162	0.87471573	0.896729818	0.870603868	0.912281786	0.869288165	0.883365671	0.897963478	0.714966317	0.707754332	0.717712301	0.735789899	0.731969124	0.73204422	0.720922467	0.730650712	0.752432852	0.753322862	0.764694423	0.720838016	0.777992421	0.772392497	0.722483313	0.772295967	0.783016852	0.778229051	0.412931061	0.393618444	0.374889975	0	0.417297147	0.368129844	0.869483356	0.866482754	0.859383916	0.879411526	0.881637518	0.879826336	0.865958386	0.856402413	0.872722094	0.862279053	0.891151601	0.883254262	0.777533568	0.842888755	0.82679328	0.863164534	0.765218558	0.839986336	0.805829456	0.857416002	0.834080372	0.826233353	0.78484636	0.757086067	0.844810156	0.836572119	0.760650232	0.784520128	0.897754632	0.94338362	0.876495045	0.88877612	0.8854826
7KL	0.873606061	0.894758647	0.961977187	0.88603317	0.885888721	0.880505775	0.909357114	0.891463127	0.905808969	0.892384759	0.895411583	0.938069115	0.916208442	0.908832334	0.901959562	0.867817998	0.873306647	0.87113775	0.879900848	0.903329528	0.903329894	0.895690504	0.854146697	0.856981935	0.863097362	0.864177193	0.847469604	0.844764215	0.844028335	0.84620776	0.841628341	0.918908344	0.913542795	0.933863705	0.909367048	0.938445287	0.941353537	0.937282839	0.924700351	0.938898065	0.960828291	0.931223249	0.96335946	0.938961658	0.852778251	0.914008111	0.867787345	0.905016227	0.868210769	0.896023908	0.908083896	0.895564045	0.888464473	0.896609873	0.884633113	0.903668849	0.889080708	0.909448794	0.873155259	0.895616626	0.892197657	0.728988903	0.733933987	0.724904965	0.724154954	0.741050523	0.735704591	0.74686959	0.738394925	0.73354706	0.730549672	0.744551273	0.726037415	0.780647876	0.789359533	0.730317372	0.728565043	0.77365104	0.74274569	0.322823656	0.383697131	0.327729026	0.417297147	0	0.259087957	0.87305038	0.869112964	0.85840713	0.872703561	0.87369715	0.881129236	0.868327681	0.862029358	0.873939596	0.8647826	0.896876272	0.890483178	0.767793819	0.817671308	0.810161066	0.838055011	0.768983456	0.826176343	0.797043347	0.829787341	0.805274837	0.803505382	0.78553975	0.726344386	0.81809102	0.803134146	0.774499199	0.749255899	0.878456746	0.939853923	0.871317476	0.882461869	0.875030275
7KS	0.868796128	0.883547214	0.954528324	0.866542513	0.875396264	0.865768395	0.901209538	0.874607053	0.889189811	0.877451904	0.880911754	0.927523368	0.905463471	0.89407924	0.888528059	0.853686402	0.86254483	0.859981228	0.862769096	0.893863504	0.899415353	0.894555193	0.863223317	0.849140438	0.851929556	0.85914545	0.838855359	0.840401625	0.852445419	0.851131263	0.850740483	0.908701549	0.896384536	0.923546393	0.891800716	0.928485129	0.931056175	0.931830298	0.918847634	0.928515222	0.956618119	0.925700004	0.957378625	0.933411487	0.854106076	0.904942471	0.869763119	0.902751175	0.861427999	0.888495023	0.898329445	0.892573778	0.88396818	0.885580949	0.875167177	0.900654955	0.873115269	0.90139018	0.862765185	0.884014396	0.881868544	0.727653417	0.742798703	0.713785254	0.732779167	0.741918541	0.753087053	0.73674814	0.737556528	0.741199497	0.722106039	0.751361152	0.73416208	0.782060424	0.791909707	0.730036635	0.739762162	0.773992808	0.747343091	0.348565789	0.33626737	0.349171637	0.368129844	0.259087957	0	0.862313449	0.855328118	0.85314429	0.864605364	0.863637338	0.865052973	0.857406325	0.847831341	0.863506536	0.859811547	0.886086778	0.88400767	0.757111471	0.815927512	0.802986894	0.831719386	0.761895189	0.821569665	0.785868752	0.821637963	0.792796594	0.800065546	0.767583145	0.727516452	0.804649708	0.805631553	0.767853809	0.75298069	0.88579874	0.938498133	0.87765742	0.891412783	0.878922075
Hya8	0.779457607	0.762457907	0.924683986	0.716917833	0.780190071	0.788945884	0.882642085	0.738397395	0.837857959	0.785940352	0.789993351	0.776984222	0.740916324	0.768882297	0.713750941	0.700850853	0.75143855	0.746300144	0.733864972	0.821689454	0.87012964	0.841646366	0.653998146	0.651295371	0.660423009	0.683801957	0.641137939	0.639982378	0.748169016	0.81488862	0.799043353	0.827503477	0.78979062	0.835120146	0.810997383	0.813817491	0.822839393	0.833486101	0.843189798	0.833769614	0.894765461	0.861865883	0.942004994	0.88011681	0.670004136	0.84112209	0.788134115	0.812687713	0.743327545	0.801685933	0.790398631	0.787729974	0.7844448	0.713477542	0.736639243	0.793736092	0.720033633	0.788375847	0.772647656	0.80565384	0.795122176	0.840331432	0.844837329	0.852668958	0.844305571	0.840908627	0.836174791	0.83641777	0.850003582	0.856868245	0.855689379	0.842125205	0.844045114	0.843642569	0.83185979	0.848780753	0.829743543	0.845341102	0.831058229	0.873405832	0.856663256	0.862137923	0.869483356	0.87305038	0.862313449	0	0.403344687	0.762014749	0.774391575	0.692928025	0.690082896	0.771901645	0.77751863	0.776226179	0.774688282	0.767678623	0.753196401	0.872863638	0.892917423	0.885892615	0.855204987	0.870716211	0.890015034	0.896207975	0.864700656	0.889565129	0.897557585	0.854919073	0.850517001	0.881763785	0.906802834	0.852171749	0.870761422	0.912631948	0.938409367	0.898363757	0.91056654	0.909710672
Hya9	0.787555213	0.77803585	0.929291485	0.765132793	0.796477621	0.808789628	0.888368229	0.738397738	0.838893663	0.786679229	0.806021366	0.829417765	0.809017558	0.808282961	0.752014012	0.722557257	0.765228211	0.759732053	0.744265553	0.836829019	0.882270203	0.851431968	0.670740665	0.681526603	0.653931671	0.685477367	0.660031601	0.66457906	0.776971521	0.821529691	0.801841254	0.840061549	0.802351995	0.855180446	0.823838478	0.838921858	0.845084916	0.854571858	0.858235022	0.853724754	0.906870373	0.880735954	0.949571021	0.887403411	0.64533181	0.8494372	0.805626298	0.81905223	0.752024957	0.809209514	0.81345504	0.79152435	0.809026857	0.744039417	0.755735783	0.813517747	0.741370574	0.801553449	0.782327866	0.800610558	0.809644331	0.846024572	0.852832237	0.858136958	0.844165917	0.845369999	0.830361208	0.843556957	0.860281735	0.854396796	0.853819333	0.836854957	0.845697719	0.843420668	0.832799524	0.846237835	0.826494673	0.853221826	0.834638195	0.87536904	0.849342979	0.85866803	0.866482754	0.869112964	0.855328118	0.403344687	0	0.747061589	0.762331861	0.714110944	0.729263711	0.750285544	0.759352139	0.758355924	0.756658527	0.761778656	0.772093347	0.876900199	0.905777715	0.887756045	0.862145793	0.882648614	0.893744976	0.892575476	0.874034271	0.890830587	0.904660888	0.870908859	0.868345044	0.886053983	0.909515461	0.861234317	0.878505054	0.911223954	0.939104111	0.898236282	0.909668711	0.910607719
XM1	0.783274679	0.744527496	0.878120016	0.775757513	0.741004879	0.753500164	0.851117195	0.729954141	0.738175563	0.686627384	0.73433826	0.826833448	0.77873966	0.764136919	0.726779325	0.728885922	0.720557749	0.706292349	0.697495825	0.817371613	0.855721898	0.831295442	0.837306353	0.840953967	0.823131526	0.848126455	0.80638748	0.848470172	0.809360641	0.837226405	0.811345795	0.786528197	0.789004315	0.818696324	0.79642173	0.808197261	0.846824587	0.832004933	0.838608749	0.823967252	0.873892305	0.839634405	0.918703691	0.845043935	0.758104927	0.838997799	0.815587123	0.838053289	0.766865707	0.811237226	0.803612385	0.804630414	0.79655907	0.752868197	0.764555118	0.812967499	0.778477004	0.814036098	0.800086252	0.781852728	0.794179117	0.856691806	0.865107051	0.843436519	0.821111537	0.851161154	0.823480287	0.835407253	0.848785368	0.826390919	0.856073535	0.832072592	0.845323435	0.826198893	0.837850614	0.8519849	0.815241056	0.829611466	0.833217446	0.859031591	0.858102652	0.838481108	0.859383916	0.85840713	0.85314429	0.762014749	0.747061589	0	0.663837166	0.667971141	0.688642483	0.639821382	0.60441188	0.638725785	0.627651252	0.671231352	0.654040026	0.847854242	0.888353005	0.858653762	0.828460355	0.84255819	0.871024169	0.860469527	0.864213801	0.87417962	0.868557537	0.804272502	0.830822371	0.880727965	0.877148711	0.808763705	0.85991828	0.920623194	0.943678787	0.892676884	0.900845394	0.915435801
XM10	0.818207514	0.824323405	0.94048147	0.831254342	0.819475954	0.841077209	0.908461051	0.786082627	0.850633822	0.80440036	0.823994327	0.874925076	0.859251046	0.840775226	0.798649736	0.795393891	0.797517455	0.801132014	0.808547572	0.844569446	0.906753587	0.883759157	0.842767623	0.848161581	0.846360261	0.847962115	0.819154648	0.853178957	0.820673906	0.852147056	0.827691893	0.854612456	0.855965582	0.876151064	0.849715546	0.868046305	0.898315196	0.886121249	0.905672437	0.881451588	0.923191734	0.903341993	0.959431479	0.912375414	0.798979792	0.89194143	0.854358005	0.870138593	0.809016743	0.818420686	0.855644215	0.821907554	0.846220324	0.826169615	0.841805831	0.83337904	0.826043161	0.843880966	0.830274926	0.827324786	0.85016906	0.883978512	0.89312318	0.876457073	0.861340991	0.887209446	0.858343827	0.867616231	0.877471774	0.855261519	0.878400078	0.855508859	0.86420263	0.840380925	0.849924762	0.85091469	0.840917192	0.85032776	0.858890979	0.872514926	0.85486111	0.850530045	0.879411526	0.872703561	0.864605364	0.774391575	0.762331861	0.663837166	0	0.743905991	0.772311746	0.645773313	0.700457532	0.608075213	0.644121277	0.632180476	0.79200807	0.848503775	0.873173728	0.865453978	0.848379274	0.863761708	0.873467968	0.865407451	0.868279788	0.869868707	0.869728397	0.850130466	0.842890766	0.874252659	0.885770635	0.842397896	0.859069319	0.92424414	0.940257835	0.90036525	0.90608429	0.91911735
XM12.1	0.800091496	0.770359044	0.925123492	0.754376265	0.774049758	0.811859799	0.894066576	0.747407523	0.806140993	0.793714234	0.752661195	0.763337721	0.726603191	0.724946853	0.656203973	0.724794354	0.766067438	0.77024294	0.773029953	0.859583794	0.904970465	0.882503565	0.853946433	0.852660455	0.824831272	0.85239756	0.836410214	0.861451238	0.824732995	0.857177546	0.837597273	0.804343034	0.803592852	0.835194686	0.804689804	0.820609478	0.857632756	0.84607086	0.867568978	0.8412937	0.898040188	0.868043835	0.951787484	0.880940958	0.809477893	0.869442404	0.838444786	0.854760745	0.783794225	0.805472994	0.801581697	0.815843626	0.799504714	0.762181142	0.756722665	0.806398247	0.779697768	0.795465443	0.800040013	0.83181546	0.804236876	0.866902668	0.873850549	0.846392517	0.830614349	0.860166684	0.844070811	0.839363919	0.855153097	0.83965565	0.855309454	0.836568628	0.839725392	0.856546686	0.846269798	0.852512352	0.823643228	0.817260968	0.833277546	0.875498847	0.872393836	0.857944895	0.881637518	0.87369715	0.863637338	0.692928025	0.714110944	0.667971141	0.743905991	0	0.560857155	0.716338531	0.683610694	0.73124767	0.675405586	0.761942977	0.668357737	0.862460765	0.883695512	0.871828499	0.831508427	0.857063716	0.875298557	0.86359493	0.87238679	0.887468003	0.887289518	0.839303461	0.848504635	0.89346465	0.895648265	0.829405144	0.872282097	0.911931426	0.93762415	0.896510326	0.898742609	0.914674574
XM12.2	0.775617463	0.715327447	0.907487153	0.67012351	0.709705721	0.766471448	0.873242403	0.719037757	0.759142	0.770034515	0.748551919	0.717965197	0.647760016	0.68748061	0.631809501	0.758896685	0.798536367	0.773045085	0.753252821	0.825114168	0.888398712	0.853258985	0.866804747	0.861594608	0.832362333	0.859926602	0.837968867	0.872940349	0.82829797	0.877329045	0.858999834	0.771065195	0.721293484	0.778687448	0.729736438	0.745185965	0.799991752	0.783624604	0.828301529	0.783660987	0.863020508	0.814232674	0.939087433	0.844286839	0.819631474	0.833076964	0.814701052	0.804412779	0.761020477	0.846134585	0.809778157	0.82927791	0.794078048	0.788209079	0.792738114	0.835892522	0.814499029	0.834226788	0.848710506	0.836987471	0.816174266	0.879332945	0.878098805	0.871010973	0.845927743	0.877629095	0.863656933	0.866444286	0.876077093	0.866225323	0.887972126	0.869163345	0.884403277	0.876022851	0.889089999	0.890804108	0.865272151	0.846518455	0.851340962	0.888171533	0.858617153	0.870751842	0.879826336	0.881129236	0.865052973	0.690082896	0.729263711	0.688642483	0.772311746	0.560857155	0	0.742927323	0.678378465	0.767519608	0.722083805	0.768684818	0.696092276	0.87301573	0.903783486	0.882869386	0.853802086	0.852983112	0.88625385	0.877830594	0.895376679	0.904441692	0.898178167	0.819983361	0.858631335	0.906684631	0.902936116	0.826123451	0.873330935	0.924022181	0.946975022	0.913279681	0.927790868	0.926225593
XM2	0.830365758	0.813974992	0.932223618	0.838556831	0.813228747	0.815581462	0.897740571	0.77007966	0.820525396	0.776040761	0.79807468	0.875715634	0.845114192	0.81564518	0.772287564	0.787904213	0.781254237	0.772771358	0.771561467	0.864219115	0.897162839	0.874064666	0.842721015	0.846008352	0.831230508	0.850797702	0.817898099	0.849255994	0.826717989	0.855238237	0.829896661	0.85542774	0.842100707	0.880939117	0.841533056	0.866584494	0.893454285	0.884731837	0.900499277	0.876620344	0.916864674	0.900620243	0.951932441	0.915389007	0.780546265	0.887255929	0.853225847	0.866473029	0.820246678	0.823459102	0.84193139	0.815206164	0.836213662	0.802085306	0.80630528	0.836979781	0.796900309	0.843061043	0.826733106	0.798586794	0.848265602	0.852088281	0.875904505	0.845459991	0.839644584	0.865062533	0.832936472	0.839521325	0.859416913	0.833830531	0.858672915	0.837916013	0.860236757	0.837080389	0.850558049	0.858035469	0.823415974	0.843110138	0.852070604	0.860900465	0.865013725	0.850946451	0.865958386	0.868327681	0.857406325	0.771901645	0.750285544	0.639821382	0.645773313	0.716338531	0.742927323	0	0.660462839	0.662379863	0.587023927	0.682339301	0.769242862	0.864020886	0.88615899	0.867001718	0.842856808	0.860287708	0.878230266	0.865867976	0.877278065	0.879518738	0.879906516	0.841584907	0.844105563	0.876648614	0.878463467	0.828022957	0.861093812	0.906090796	0.936735305	0.88106691	0.89570715	0.904636667
XM4	0.803281678	0.791532318	0.91216718	0.810982807	0.772092963	0.769463281	0.879160231	0.727768448	0.768593	0.744416829	0.742059212	0.857911302	0.820176305	0.7847208	0.740949853	0.779885841	0.770284556	0.767089216	0.775149881	0.839813539	0.87619233	0.848433924	0.858168407	0.850617444	0.82443468	0.866710424	0.830738205	0.867731034	0.824784443	0.835190473	0.818744901	0.837402259	0.811890817	0.853608644	0.823148649	0.845325525	0.882167257	0.868306938	0.87541024	0.860802605	0.909282021	0.874431238	0.942175198	0.879678624	0.800901087	0.846930354	0.80676707	0.829124359	0.791889404	0.834101095	0.811056033	0.824032877	0.802547274	0.76966278	0.768635602	0.82292157	0.767885284	0.839326423	0.830866183	0.779532702	0.828788521	0.855253932	0.863725105	0.846451219	0.826381351	0.867093277	0.834062938	0.844303276	0.857326796	0.829676879	0.861252369	0.84522361	0.85774508	0.848907138	0.860527248	0.859983853	0.835438178	0.834872387	0.843661086	0.858829812	0.852168899	0.83671517	0.856402413	0.862029358	0.847831341	0.77751863	0.759352139	0.60441188	0.700457532	0.683610694	0.678378465	0.660462839	0	0.6830742	0.648593418	0.68397208	0.717056489	0.845015851	0.885600263	0.862656459	0.840752134	0.839208701	0.884015797	0.869558204	0.868837586	0.886125883	0.871672252	0.814654198	0.837365418	0.887348361	0.879961215	0.805606443	0.854206114	0.924654992	0.945725357	0.899472576	0.907687856	0.927040325
XM5	0.8180285	0.825425536	0.937208058	0.845142218	0.840036662	0.825919346	0.896707979	0.782663483	0.84834321	0.781386748	0.808051078	0.889942858	0.868091931	0.837346599	0.79638475	0.773343021	0.768358087	0.78195086	0.767535163	0.853306681	0.891821392	0.878367206	0.819749137	0.829497066	0.811430054	0.832487995	0.80249605	0.824446602	0.792841958	0.818418051	0.788778616	0.87304672	0.874680407	0.897711704	0.874590768	0.890818715	0.901504716	0.903561503	0.908825824	0.899084233	0.933028634	0.918692536	0.964740545	0.926325718	0.769132756	0.870702237	0.836696136	0.855915567	0.805504856	0.811550726	0.837650335	0.806999169	0.820213517	0.818544534	0.821103221	0.818514277	0.796470734	0.829330198	0.812871395	0.822712208	0.835299468	0.873058546	0.88027761	0.866938064	0.852841576	0.868788753	0.844482132	0.843515722	0.862625108	0.85032458	0.855149879	0.845989971	0.846215633	0.829833996	0.836379807	0.835083147	0.827432639	0.836003225	0.844381626	0.875391741	0.856636139	0.856135911	0.872722094	0.873939596	0.863506536	0.776226179	0.758355924	0.638725785	0.608075213	0.73124767	0.767519608	0.662379863	0.6830742	0	0.643335119	0.634156629	0.803817148	0.836859643	0.866268887	0.844723449	0.831733116	0.8377001	0.853605414	0.848969357	0.856086844	0.85825203	0.848385722	0.827914429	0.815378482	0.862664347	0.861320785	0.815416769	0.838082702	0.907862417	0.935821301	0.885482187	0.893781508	0.901530074
XM6	0.816631127	0.788962492	0.913962146	0.816413327	0.787536606	0.797681386	0.886174661	0.739085268	0.788274501	0.774083224	0.763303013	0.857667445	0.831096588	0.784925758	0.743886236	0.760646259	0.782596705	0.764849468	0.782580093	0.844692715	0.89266648	0.872950549	0.858436706	0.840624878	0.834155558	0.863500636	0.847211074	0.865462053	0.834500434	0.861475486	0.836982662	0.83395014	0.824224902	0.863726358	0.814272015	0.855336302	0.885058937	0.873173306	0.895965685	0.866800406	0.905179899	0.887204116	0.951818576	0.900515842	0.809081098	0.871475772	0.849906996	0.860847593	0.795515792	0.829523524	0.837847691	0.826898659	0.82839971	0.783405964	0.767122645	0.823309079	0.782763566	0.832772963	0.825153688	0.826150967	0.850398338	0.844236437	0.848629177	0.830150376	0.821196632	0.843279657	0.810724119	0.82051954	0.830934547	0.819970818	0.845452841	0.821966109	0.842442149	0.849032443	0.841052119	0.852416223	0.816946121	0.832562896	0.834120775	0.869433096	0.863273524	0.848691302	0.862279053	0.8647826	0.859811547	0.774688282	0.756658527	0.627651252	0.644121277	0.675405586	0.722083805	0.587023927	0.648593418	0.643335119	0	0.688075295	0.685024148	0.874546462	0.885012173	0.86655374	0.854931417	0.843343811	0.872931783	0.860130766	0.878001937	0.884209873	0.875204669	0.830480703	0.844489817	0.883875909	0.884692335	0.813655306	0.864687352	0.905693172	0.934908464	0.875913408	0.893167153	0.904492336
XM7	0.827809283	0.84426463	0.936664325	0.821010896	0.83889495	0.850758115	0.907944775	0.791635402	0.851727445	0.807103472	0.811305507	0.870423677	0.848457341	0.835097452	0.791724367	0.813561012	0.795738605	0.827103938	0.797680461	0.863230503	0.903533613	0.889542892	0.851267602	0.861041119	0.856790603	0.859238193	0.836183637	0.85829151	0.829090346	0.865238873	0.843640193	0.856665688	0.863363728	0.885413718	0.857161977	0.87983826	0.899671582	0.887917504	0.906544187	0.883314464	0.924162084	0.906729603	0.95125169	0.912973331	0.791673291	0.890774206	0.870698605	0.878613204	0.815522177	0.810615299	0.831715321	0.821237439	0.821824088	0.794434563	0.814402192	0.807983686	0.78792802	0.816359084	0.816188723	0.81405448	0.833373373	0.895703386	0.904379154	0.88492321	0.875980781	0.891455836	0.8792258	0.881121879	0.880545512	0.870770466	0.894048567	0.876271253	0.890452121	0.857959311	0.866461766	0.866773655	0.861367608	0.851259805	0.879591642	0.897671829	0.874398462	0.883380758	0.891151601	0.896876272	0.886086778	0.767678623	0.761778656	0.671231352	0.632180476	0.761942977	0.768684818	0.682339301	0.68397208	0.634156629	0.688075295	0	0.81539698	0.848768598	0.871524172	0.855819474	0.844485541	0.85288488	0.868528976	0.864195008	0.874258851	0.883339783	0.87235718	0.836694097	0.85055029	0.882172164	0.873770771	0.833256146	0.865264705	0.918696042	0.93115449	0.890934818	0.903191734	0.908550639
XM9	0.802736736	0.695798893	0.83660465	0.725052299	0.68010908	0.690032116	0.802134665	0.726222028	0.644472824	0.697727473	0.64683811	0.765607442	0.681225265	0.696845259	0.708670866	0.663152115	0.749349817	0.704796922	0.715191291	0.800657575	0.814663079	0.77870702	0.865568485	0.844030079	0.827242681	0.867830153	0.848339696	0.872490399	0.853793726	0.875716595	0.859295731	0.752623801	0.751065622	0.775912528	0.760467628	0.753444719	0.799618588	0.770792591	0.778652665	0.765163698	0.832919348	0.783543599	0.890184978	0.79812041	0.832843048	0.830258351	0.826372587	0.834837402	0.75909805	0.845402816	0.80577826	0.823553227	0.790280022	0.731699805	0.702476034	0.818327764	0.73917963	0.824662958	0.829927061	0.843899523	0.779389606	0.882631288	0.835976025	0.872531717	0.852919473	0.871246634	0.863824714	0.862930076	0.85201583	0.867320292	0.88914237	0.862436224	0.871323309	0.899449712	0.88045073	0.887253746	0.855402906	0.858377418	0.851931478	0.896729342	0.887804144	0.874217306	0.883254262	0.890483178	0.88400767	0.753196401	0.772093347	0.654040026	0.79200807	0.668357737	0.696092276	0.769242862	0.717056489	0.803817148	0.685024148	0.81539698	0	0.887254006	0.913259287	0.900291648	0.862068729	0.871210459	0.899465176	0.889674858	0.898281308	0.912728471	0.908928294	0.837566121	0.864175109	0.919375481	0.914411259	0.848313296	0.892700463	0.937813518	0.951762227	0.914257176	0.919438231	0.936669988
SRR5757138	0.85822147	0.882564535	0.949210736	0.882086976	0.886429551	0.875363347	0.922260797	0.86988585	0.898524004	0.871457636	0.874307712	0.915459352	0.897383706	0.895835863	0.873489507	0.852715471	0.840842595	0.849869064	0.857536826	0.906301594	0.926397761	0.915195151	0.873097471	0.881314769	0.88336948	0.868194129	0.841012164	0.867800526	0.85602869	0.873427671	0.862358475	0.916615014	0.897402781	0.915934138	0.902965699	0.917645663	0.929440932	0.922881565	0.92615512	0.919885339	0.950063143	0.929150089	0.96585806	0.937382934	0.842381434	0.91752518	0.886411768	0.909864338	0.858062572	0.860286176	0.877022161	0.860327852	0.853006589	0.85956517	0.871721283	0.850296098	0.85497434	0.869125984	0.847920232	0.868317654	0.854914792	0.837922999	0.854535105	0.835763529	0.825866574	0.840800557	0.832553042	0.844027422	0.846515256	0.836533613	0.825885454	0.825714581	0.810430944	0.851667898	0.859069194	0.781623473	0.812273545	0.796260891	0.819114338	0.784658161	0.753711842	0.761668395	0.777533568	0.767793819	0.757111471	0.872863638	0.876900199	0.847854242	0.848503775	0.862460765	0.87301573	0.864020886	0.845015851	0.836859643	0.874546462	0.848768598	0.887254006	0	0.661932381	0.612693153	0.751765051	0.580003264	0.683965365	0.617591005	0.770122077	0.747275947	0.679361997	0.66827968	0.592287179	0.753469635	0.665430865	0.695465043	0.577513632	0.904161764	0.928065683	0.901831805	0.913701083	0.899503542
SRR5757139	0.879978397	0.918943199	0.970986258	0.905218888	0.926443102	0.918792558	0.955530577	0.902837715	0.934295808	0.907691014	0.898020661	0.932815709	0.926451793	0.914754681	0.895429824	0.87515989	0.874142185	0.88900999	0.903687736	0.934117117	0.953896635	0.949743545	0.913784417	0.9216171	0.922854743	0.911906121	0.894522817	0.910496663	0.911086994	0.920618647	0.916330928	0.94237871	0.935149265	0.946311078	0.934005723	0.946499121	0.95568372	0.950408724	0.955829445	0.948643597	0.969709089	0.956965136	0.981029494	0.95980776	0.892948509	0.946351044	0.927274431	0.944768798	0.893281526	0.860249972	0.878283448	0.864273437	0.867640768	0.883184756	0.891352823	0.860646535	0.888224624	0.868622372	0.850279646	0.903765035	0.872683157	0.87183061	0.900066163	0.865052232	0.870281739	0.877603962	0.875811449	0.878965907	0.8703344	0.866465032	0.857596608	0.857434206	0.853324263	0.880098848	0.888718076	0.812411247	0.834579811	0.815694836	0.8533419	0.836699679	0.820093974	0.821668451	0.842888755	0.817671308	0.815927512	0.892917423	0.905777715	0.888353005	0.873173728	0.883695512	0.903783486	0.88615899	0.885600263	0.866268887	0.885012173	0.871524172	0.913259287	0.661932381	0	0.64045349	0.79996231	0.670570286	0.590289194	0.615116808	0.794377951	0.784875822	0.685498196	0.74288398	0.645816456	0.779798828	0.671534083	0.72760409	0.640309488	0.88689935	0.920304757	0.913138067	0.919007257	0.899781264
SRR5757140	0.856942412	0.90292605	0.964634675	0.891623884	0.902229717	0.896081938	0.943584432	0.879578122	0.914708006	0.881074821	0.889015311	0.929182125	0.915395417	0.908114028	0.87730864	0.85801819	0.845550808	0.859468595	0.874402839	0.915379728	0.941901482	0.934159878	0.893644304	0.899420699	0.905760822	0.897101056	0.868148434	0.889789234	0.8892654	0.904436071	0.896399274	0.932550799	0.918455352	0.931918708	0.921573561	0.934255663	0.946104489	0.940453086	0.946203949	0.938238403	0.963147107	0.945525685	0.976599532	0.947839146	0.877724271	0.93548747	0.914784253	0.936303085	0.864542614	0.854418304	0.871792019	0.86442817	0.861468798	0.868438467	0.877712165	0.849269089	0.877084629	0.863947995	0.845309065	0.895362366	0.859046681	0.870701263	0.878034218	0.857540113	0.85750779	0.85807089	0.86298735	0.87058103	0.861082666	0.856395779	0.850103849	0.844537901	0.842746178	0.87493407	0.883360151	0.817768396	0.826781964	0.817989831	0.840094764	0.829464356	0.805561335	0.810248046	0.82679328	0.810161066	0.802986894	0.885892615	0.887756045	0.858653762	0.865453978	0.871828499	0.882869386	0.867001718	0.862656459	0.844723449	0.86655374	0.855819474	0.900291648	0.612693153	0.64045349	0	0.75095694	0.573752952	0.630837498	0.599520372	0.752542692	0.735449629	0.638362213	0.698977868	0.633363511	0.734546707	0.623648551	0.702861296	0.590525947	0.89853842	0.920263353	0.899541353	0.913446841	0.896905957
