	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	W10500-1	W10500-2	W10400-1	W10400-2	W10400-4	W10500-3	W10500-4	W10400-5	W10400-6	W9600-1	W9600-2	W4000-1	W4000-2	W4000-3	W4000-4	W9600-3	W4000-5	W9600-6	3KL	3KS	5KL	5KS	7KL	7KS	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757139	SRR5757140	SRR5757145	SRR5757146	SRR5757147	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757157	SRR5757158	SRR5757159	SRR5757160	SRR5757161	SRR11095128	SRR11095139	SRR11095150	SRR11095161	SRR11095162
Ischy1	0.794139579	0.793522207	0.940167661	0.81122631	0.805582068	0.833246914	0.8731265	0.809506234	0.875629554	0.837111034	0.839271984	0.880182576	0.845581631	0.858479318	0.853763532	0.798933433	0.782028548	0.788000532	0.786095637	0.823291881	0.86106018	0.845449817	0.738310252	0.714646497	0.726225985	0.739570974	0.710921011	0.742224558	0	0.267095415	0.316299182	0.857887406	0.845318131	0.867256562	0.852545408	0.861387762	0.85766712	0.86629626	0.861208209	0.862088012	0.902099901	0.888903421	0.942589847	0.899350657	0.751934848	0.841824964	0.787546846	0.817462113	0.764062443	0.857929405	0.856452229	0.832822924	0.841839539	0.844862405	0.835348396	0.85330449	0.830545669	0.858147397	0.846027682	0.870883782	0.827681684	0.868660435	0.840946628	0.871641342	0.852712915	0.865777791	0.856817726	0.853015977	0.881176835	0.867683832	0.853334503	0.853613489	0.854699107	0.846186561	0.846919749	0.862402954	0.844205162	0.871304823	0.858298669	0.868792096	0.847518016	0.845624734	0.869733214	0.844028335	0.852445419	0.748169016	0.776971521	0.809360641	0.820673906	0.824732995	0.82829797	0.826717989	0.824784443	0.792841958	0.834500434	0.829090346	0.853793726	0.85602869	0.911086994	0.8892654	0.855927677	0.874112099	0.905076135	0.902846371	0.879571297	0.885084975	0.901923614	0.870524848	0.865411474	0.891899532	0.911010589	0.869188048	0.882066925	0.921262536	0.94794088	0.896950126	0.911733316	0.909359624
Ischy2	0.828953849	0.830056277	0.927485297	0.845923086	0.850266508	0.822719568	0.856955677	0.845664582	0.857432776	0.838025463	0.856410504	0.921366164	0.885745443	0.892177308	0.895596348	0.832161645	0.831891147	0.816654344	0.795836684	0.828174669	0.839024573	0.823586707	0.776650386	0.755475795	0.771996623	0.781233198	0.753680784	0.77289223	0.267095415	0	0.331089993	0.895959429	0.885873765	0.898077202	0.892221238	0.90458268	0.894227689	0.895884976	0.877307983	0.891375902	0.938509822	0.899177512	0.934190197	0.911727536	0.790929659	0.85194004	0.79949019	0.832989742	0.793345086	0.884323634	0.889488062	0.865974234	0.865211636	0.876055965	0.867410581	0.878622134	0.849276298	0.881857316	0.874622828	0.866755477	0.864729553	0.859790225	0.829176976	0.872578528	0.838946741	0.872042201	0.856025994	0.841913976	0.883281149	0.85790172	0.859622455	0.856876852	0.859841295	0.843812527	0.840191537	0.868156901	0.842890175	0.880801938	0.859510961	0.868436067	0.860834213	0.842495814	0.86991303	0.84620776	0.851131263	0.81488862	0.821529691	0.837226405	0.852147056	0.857177546	0.877329045	0.855238237	0.835190473	0.818418051	0.861475486	0.865238873	0.875716595	0.873427671	0.920618647	0.904436071	0.871440524	0.889660844	0.915008985	0.913911139	0.896060624	0.898070191	0.908375833	0.877412789	0.883642984	0.905385296	0.918064747	0.878605025	0.889919841	0.940852892	0.958834127	0.912109344	0.917076862	0.925444415
Ischy3	0.7935115	0.803774941	0.931149149	0.81581811	0.821295871	0.818324611	0.836024438	0.829522327	0.864870325	0.830421382	0.84088391	0.896285845	0.864490964	0.874549149	0.864712422	0.811151597	0.799399693	0.786349907	0.78508658	0.791179084	0.833496799	0.813152518	0.757542208	0.721888916	0.714517	0.745224271	0.729345222	0.75642756	0.316299182	0.331089993	0	0.877348079	0.862345593	0.88784607	0.870351883	0.879451125	0.87784881	0.887558473	0.869888062	0.883123236	0.928809646	0.901436946	0.937560579	0.913479241	0.770133317	0.827127464	0.775204586	0.810134771	0.75366163	0.877967052	0.882380057	0.8567137	0.864976231	0.871470446	0.851315368	0.87187104	0.837047477	0.876142359	0.864800972	0.867196986	0.852796006	0.85031089	0.822149512	0.871173087	0.844760246	0.857207839	0.839559824	0.833812414	0.877544698	0.856189762	0.855367676	0.850441873	0.854125826	0.83658454	0.834111013	0.864687652	0.842515599	0.886974736	0.85209481	0.861000306	0.857990923	0.841430648	0.868890131	0.841628341	0.850740483	0.799043353	0.801841254	0.811345795	0.827691893	0.837597273	0.858999834	0.829896661	0.818744901	0.788778616	0.836982662	0.843640193	0.859295731	0.862358475	0.916330928	0.896399274	0.861726283	0.877600387	0.908565045	0.904056977	0.887920341	0.890637016	0.906741506	0.872804587	0.870282205	0.894805749	0.915320288	0.868129803	0.8840463	0.926537704	0.950325988	0.89389594	0.900683266	0.910117846
Halice1	0.817092501	0.604665628	0.809992363	0.731279719	0.625975627	0.758275002	0.764318836	0.740060157	0.700624643	0.805626632	0.782394614	0.687157777	0.636330841	0.674452878	0.761298731	0.860852538	0.841795064	0.84131614	0.82187486	0.761052102	0.799321048	0.767307006	0.888981101	0.857978796	0.838960439	0.877760459	0.85288406	0.890036782	0.857887406	0.895959429	0.877348079	0	0.483900949	0.351897325	0.32685419	0.400077767	0.500039168	0.49969659	0.618369943	0.499951105	0.62505183	0.576688399	0.786251158	0.684162957	0.85081898	0.799655982	0.839184356	0.814009038	0.825426973	0.915449347	0.883084689	0.899450341	0.886614138	0.855927802	0.81845138	0.904691078	0.850115793	0.908485661	0.914021906	0.889995375	0.87483114	0.934215449	0.895246495	0.915926036	0.913514274	0.922947755	0.915214807	0.925428299	0.910292509	0.919309013	0.928357028	0.918592467	0.93588853	0.923106794	0.93833285	0.937813161	0.914351359	0.928251583	0.910702527	0.918291341	0.919544327	0.914486633	0.923765465	0.918908344	0.908701549	0.827503477	0.840061549	0.786528197	0.854612456	0.804343034	0.771065195	0.85542774	0.837402259	0.87304672	0.83395014	0.856665688	0.752623801	0.916615014	0.94237871	0.932550799	0.906184429	0.909496454	0.930664408	0.925816187	0.93121669	0.933650686	0.936714904	0.885354488	0.914144526	0.935101849	0.938325406	0.871485442	0.934112212	0.965593425	0.971955867	0.944611251	0.950415804	0.964291261
Halice2	0.804166716	0.62397077	0.84286712	0.703485907	0.622140262	0.722047012	0.801648943	0.72613431	0.726610827	0.791346422	0.779436793	0.667020556	0.528221907	0.670749488	0.69618574	0.839919324	0.834797784	0.809789184	0.821214859	0.750574948	0.808904439	0.77814467	0.872268197	0.853427495	0.808335329	0.861673865	0.835053888	0.882250397	0.845318131	0.885873765	0.862345593	0.483900949	0	0.428635673	0.218828154	0.434516084	0.600645158	0.575741297	0.69065282	0.576726136	0.709544742	0.620003072	0.839908671	0.722013987	0.849783894	0.821273316	0.842326636	0.817991241	0.792750951	0.905132593	0.857848974	0.882532634	0.862538973	0.833055668	0.79816159	0.875844847	0.834853953	0.884451584	0.889607363	0.86353422	0.842044198	0.918795824	0.890282754	0.910041008	0.899949741	0.917144877	0.900161555	0.918741448	0.912440597	0.912195596	0.921922175	0.904277211	0.929492244	0.912071008	0.926839949	0.933909842	0.904771995	0.912333457	0.904180901	0.915223746	0.916760423	0.903124156	0.909882581	0.913542795	0.896384536	0.78979062	0.802351995	0.789004315	0.855965582	0.803592852	0.721293484	0.842100707	0.811890817	0.874680407	0.824224902	0.863363728	0.751065622	0.897402781	0.935149265	0.918455352	0.898002779	0.893170248	0.921967756	0.917280364	0.916900608	0.923815385	0.930587837	0.865065597	0.904528509	0.924980877	0.934815603	0.871987219	0.911281217	0.963924376	0.967493371	0.939713369	0.951284047	0.966579475
Halice3	0.838732706	0.600888614	0.737977335	0.742155956	0.618838992	0.748817339	0.780874374	0.773886601	0.678161862	0.803240418	0.783308246	0.731992441	0.640692828	0.72982989	0.779675478	0.855150367	0.849407766	0.83598349	0.836391259	0.685818234	0.738837144	0.749831714	0.90066153	0.873235422	0.841880878	0.880079417	0.859275812	0.902794141	0.867256562	0.898077202	0.88784607	0.351897325	0.428635673	0	0.435258626	0.226236779	0.378917489	0.335723193	0.525910329	0.317788771	0.51774468	0.479694387	0.723025686	0.568592296	0.874573828	0.801336634	0.867423207	0.810482958	0.839395223	0.928811912	0.896292085	0.910405143	0.892000003	0.85896842	0.818578194	0.913593065	0.849485272	0.917872159	0.915439674	0.893518321	0.886702839	0.943819378	0.908286489	0.933940012	0.915064056	0.933876711	0.92470737	0.944227234	0.929250108	0.934825473	0.940230435	0.926837281	0.943951308	0.93269069	0.948836966	0.948323321	0.926559677	0.935906085	0.918001573	0.935683784	0.935314678	0.930100975	0.934431328	0.933863705	0.923546393	0.835120146	0.855180446	0.818696324	0.876151064	0.835194686	0.778687448	0.880939117	0.853608644	0.897711704	0.863726358	0.885413718	0.775912528	0.915934138	0.946311078	0.931918708	0.914892049	0.908290368	0.937992387	0.931787676	0.937362107	0.941634295	0.942803416	0.882333121	0.919045518	0.944138484	0.946008717	0.892728631	0.934680022	0.976502386	0.979024521	0.961941045	0.966247259	0.978296921
Halice4	0.797028262	0.632046207	0.856471181	0.71511254	0.642158563	0.766121342	0.800972921	0.72683388	0.732640098	0.801802161	0.788804957	0.651652301	0.608996671	0.66894146	0.730231467	0.849875189	0.842540606	0.83226333	0.830568674	0.756275065	0.802137111	0.794068935	0.883906929	0.854476249	0.829376388	0.869456409	0.842468365	0.884497767	0.852545408	0.892221238	0.870351883	0.32685419	0.218828154	0.435258626	0	0.433841845	0.583410261	0.580755181	0.6777922	0.579203753	0.696178414	0.642512202	0.832439735	0.732205487	0.85199033	0.819180781	0.841085943	0.815937456	0.798584952	0.905925489	0.871789532	0.891098756	0.880904444	0.851874971	0.816347011	0.896481078	0.843664238	0.894734361	0.904294147	0.880553488	0.863816854	0.91937901	0.892228697	0.904689066	0.908348191	0.918954416	0.901866047	0.913585559	0.906782871	0.907313158	0.918215666	0.90460585	0.931035218	0.921604027	0.93664706	0.931414802	0.900461936	0.910931157	0.905558659	0.910432991	0.912587489	0.898522338	0.912601081	0.909367048	0.891800716	0.810997383	0.823838478	0.79642173	0.849715546	0.804689804	0.729736438	0.841533056	0.823148649	0.874590768	0.814272015	0.857161977	0.760467628	0.902965699	0.934005723	0.921573561	0.898084476	0.897966549	0.918250186	0.915652525	0.918588633	0.919025711	0.928033089	0.867946328	0.901974948	0.921067871	0.933581817	0.860726901	0.919898102	0.959586125	0.967827339	0.93563659	0.94610782	0.96064003
Halice5	0.818160792	0.561381951	0.722915578	0.703330873	0.578406395	0.742978511	0.795952361	0.74434274	0.674215546	0.800005628	0.780980023	0.673468425	0.613541011	0.697620903	0.742490033	0.854550997	0.850538619	0.835400257	0.833856055	0.693323272	0.763137961	0.772213847	0.901290121	0.871407388	0.839477109	0.875730762	0.845433538	0.902200856	0.861387762	0.90458268	0.879451125	0.400077767	0.434516084	0.226236779	0.433841845	0	0.402289392	0.371755768	0.565583081	0.360594484	0.56219985	0.52560081	0.750809731	0.616131294	0.867807886	0.798849442	0.848263241	0.78727437	0.818853902	0.921868361	0.884596905	0.901226172	0.891191113	0.858598114	0.820240197	0.905521678	0.850200602	0.909479566	0.914592663	0.894009514	0.872897612	0.940615208	0.915961644	0.938704727	0.913379506	0.928136367	0.930261055	0.940875743	0.923060836	0.933089386	0.944669852	0.926608398	0.948656398	0.938142882	0.952956523	0.951814558	0.926237789	0.93442379	0.916500116	0.940999583	0.939931291	0.93503536	0.940034962	0.938445287	0.928485129	0.813817491	0.838921858	0.808197261	0.868046305	0.820609478	0.745185965	0.866584494	0.845325525	0.890818715	0.855336302	0.87983826	0.753444719	0.917645663	0.946499121	0.934255663	0.918451133	0.911361994	0.937200071	0.931012631	0.938826686	0.943606475	0.943781009	0.88196742	0.920562459	0.945380655	0.947332854	0.894107658	0.935648176	0.976713697	0.976051647	0.962453572	0.966660533	0.978533115
Hgigas1	0.840120588	0.589242563	0.762783417	0.755251126	0.662227621	0.741818086	0.713553375	0.75754195	0.709886215	0.779279732	0.800830604	0.746296837	0.653065585	0.756187927	0.795114693	0.852488816	0.850286284	0.823980073	0.818214149	0.692667831	0.713004047	0.729585036	0.898526685	0.861965508	0.836881208	0.879867588	0.860552841	0.899220318	0.85766712	0.894227689	0.87784881	0.500039168	0.600645158	0.378917489	0.583410261	0.402289392	0	0.263362091	0.260433327	0.243572142	0.448494052	0.462338736	0.680869935	0.585791875	0.879708659	0.75872033	0.840280529	0.771164363	0.823854437	0.92987301	0.893925697	0.908958661	0.887946031	0.87697909	0.809925775	0.914916681	0.836533271	0.919004069	0.916032769	0.906379377	0.883962772	0.930168268	0.883601968	0.937584858	0.928011599	0.919480526	0.91079486	0.926737351	0.933974916	0.941868952	0.932874914	0.920185829	0.9332495	0.91758096	0.934319914	0.941902112	0.920561279	0.946684902	0.90930296	0.943328385	0.941893166	0.935714491	0.940420741	0.941353537	0.931056175	0.822839393	0.845084916	0.846824587	0.898315196	0.857632756	0.799991752	0.893454285	0.882167257	0.901504716	0.885058937	0.899671582	0.799618588	0.929440932	0.95568372	0.946104489	0.931590012	0.924836453	0.942953341	0.944542545	0.94280054	0.956272419	0.956355747	0.905126651	0.923656647	0.950196129	0.957584253	0.896856801	0.947247857	0.969619552	0.977183324	0.950533635	0.955728255	0.969716659
Hgigas3	0.837477578	0.601167565	0.716636729	0.738539267	0.636628755	0.75632707	0.767855183	0.77092026	0.679856719	0.795548008	0.784536189	0.724513357	0.614330475	0.737592828	0.781898591	0.859074732	0.858595219	0.83529744	0.828188719	0.690594557	0.720082719	0.720340089	0.905274871	0.871970825	0.848137733	0.887105616	0.862430718	0.906577056	0.86629626	0.895884976	0.887558473	0.49969659	0.575741297	0.335723193	0.580755181	0.371755768	0.263362091	0	0.435268809	0.102581849	0.46305109	0.351721533	0.689584932	0.499068106	0.880744796	0.790968903	0.85908271	0.789044709	0.83382385	0.931875874	0.900263687	0.913870198	0.891541761	0.864947406	0.820852091	0.91598382	0.853462178	0.917908403	0.919569482	0.899161362	0.887725392	0.94532154	0.906623366	0.938222784	0.915501041	0.935461109	0.927975686	0.942689041	0.929095858	0.937781006	0.947617103	0.933325857	0.945251912	0.932711957	0.948406446	0.953761651	0.933103541	0.939737247	0.924347829	0.938518862	0.942604021	0.931405382	0.935368183	0.937282839	0.931830298	0.833486101	0.854571858	0.832004933	0.886121249	0.84607086	0.783624604	0.884731837	0.868306938	0.903561503	0.873173306	0.887917504	0.770792591	0.922881565	0.950408724	0.940453086	0.924452399	0.919663907	0.944017358	0.938642908	0.944524324	0.949198973	0.951159265	0.892044014	0.926087727	0.953095231	0.952647451	0.903706388	0.93898779	0.976687623	0.979714631	0.961461518	0.965852356	0.978535792
Hgigas4	0.853074958	0.618801585	0.743147272	0.778507867	0.692239346	0.685854955	0.60560873	0.800098252	0.63214541	0.74137696	0.78658451	0.766463825	0.687643789	0.778388583	0.818498263	0.845365676	0.855297407	0.814338324	0.794972681	0.720639612	0.612559443	0.637577261	0.900600663	0.871808293	0.845454069	0.886889041	0.863888708	0.90149514	0.861208209	0.877307983	0.869888062	0.618369943	0.69065282	0.525910329	0.6777922	0.565583081	0.260433327	0.435268809	0	0.420125695	0.567406652	0.422490999	0.649802842	0.478679282	0.88341221	0.722365862	0.81797821	0.777378457	0.839355027	0.92865685	0.891294397	0.907062967	0.884622981	0.872143698	0.792979812	0.914013357	0.82940549	0.918179168	0.914364713	0.889751492	0.880445435	0.910745002	0.854516523	0.923701448	0.907252845	0.898837056	0.888422139	0.906199537	0.912227063	0.924057593	0.922788425	0.908665601	0.918061064	0.898078034	0.916368302	0.933916809	0.90949085	0.93888214	0.895803461	0.923141511	0.929626915	0.917410829	0.9190414	0.924700351	0.918847634	0.843189798	0.858235022	0.838608749	0.905672437	0.867568978	0.828301529	0.900499277	0.87541024	0.908825824	0.895965685	0.906544187	0.778652665	0.92615512	0.955829445	0.946203949	0.930213855	0.921314857	0.943101832	0.945505502	0.941827574	0.949924998	0.950836104	0.891282986	0.922259398	0.948040896	0.953245386	0.88626729	0.946338372	0.970455127	0.97881091	0.946994579	0.950412504	0.967083021
Hgigas5	0.835627695	0.584168445	0.708372305	0.731001742	0.619101464	0.733152882	0.763093823	0.764217374	0.645287618	0.792872501	0.767252715	0.725022942	0.627264134	0.72282584	0.771510368	0.858145015	0.858996576	0.833669748	0.826555066	0.691604498	0.73931581	0.728417364	0.910129446	0.872712053	0.848376505	0.887635589	0.862877166	0.911869996	0.862088012	0.891375902	0.883123236	0.499951105	0.576726136	0.317788771	0.579203753	0.360594484	0.243572142	0.102581849	0.420125695	0	0.446222797	0.418654484	0.679508705	0.527494879	0.885174411	0.797783107	0.864452166	0.795321535	0.830901834	0.930126103	0.897052902	0.911410014	0.888354746	0.860215017	0.822576988	0.912912531	0.848032916	0.916630702	0.918282537	0.894881762	0.884386201	0.947052136	0.908877038	0.93492706	0.91740394	0.937219017	0.929811041	0.944491717	0.930997355	0.939404909	0.945222266	0.93055894	0.946626602	0.933610843	0.950035374	0.951849441	0.930546164	0.937302281	0.921246478	0.940433599	0.93939682	0.933092929	0.937365857	0.938898065	0.928515222	0.833769614	0.853724754	0.823967252	0.881451588	0.8412937	0.783660987	0.876620344	0.860802605	0.899084233	0.866800406	0.883314464	0.765163698	0.919885339	0.948643597	0.938238403	0.921678743	0.916211299	0.942805852	0.936322501	0.942557226	0.947261373	0.949164196	0.884739719	0.923289997	0.951265281	0.950833281	0.899532634	0.93913557	0.976632765	0.978787336	0.961324411	0.965742175	0.978474436
Hgigas6	0.890212097	0.698182199	0.650797134	0.819763879	0.685929226	0.835619502	0.815754569	0.835700483	0.769871408	0.864077287	0.840229942	0.750537244	0.727685875	0.801286155	0.853888619	0.904043894	0.902329124	0.887120301	0.894708454	0.788693566	0.805839316	0.818547815	0.93046227	0.909018807	0.88013239	0.919607282	0.899076778	0.934197657	0.902099901	0.938509822	0.928809646	0.62505183	0.709544742	0.51774468	0.696178414	0.56219985	0.448494052	0.46305109	0.567406652	0.446222797	0	0.589581843	0.476287737	0.497162561	0.917659684	0.854020965	0.911445874	0.854936133	0.887659301	0.953743913	0.932881187	0.939771126	0.926549055	0.90631337	0.866970482	0.942597089	0.892991292	0.944649181	0.944788559	0.935400032	0.924295681	0.970564528	0.94057218	0.963756579	0.949509457	0.961214309	0.955003937	0.969064418	0.957143544	0.961454976	0.96589866	0.957527728	0.965094802	0.958908619	0.972070405	0.969378339	0.956482091	0.9650765	0.951800364	0.966671495	0.966747411	0.9572753	0.964849962	0.960828291	0.956618119	0.894765461	0.906870373	0.873892305	0.923191734	0.898040188	0.863020508	0.916864674	0.909282021	0.933028634	0.905179899	0.924162084	0.832919348	0.950063143	0.969709089	0.963147107	0.951843539	0.949180133	0.963896836	0.962177472	0.965235345	0.971630502	0.969649958	0.933388205	0.956051593	0.97078163	0.97068803	0.941926166	0.96526283	0.976991138	0.985775694	0.974036256	0.977358644	0.978975201
Hgigas7	0.86795218	0.688401295	0.742205048	0.782693098	0.705373318	0.754413729	0.746888508	0.817298183	0.674041376	0.783528255	0.786471459	0.753795481	0.653669739	0.756688554	0.798045761	0.860855108	0.874383998	0.820646299	0.825021064	0.742085652	0.680042837	0.727340826	0.917618993	0.896291446	0.876743793	0.907294688	0.887403425	0.922479492	0.888903421	0.899177512	0.901436946	0.576688399	0.620003072	0.479694387	0.642512202	0.52560081	0.462338736	0.351721533	0.422490999	0.418654484	0.589581843	0	0.669348973	0.457919137	0.903053616	0.796988091	0.862527999	0.839740771	0.864189393	0.936031788	0.901411883	0.917329755	0.888794832	0.867402074	0.831353376	0.913482308	0.86328991	0.921626936	0.91852759	0.89669078	0.883344106	0.939087294	0.896860019	0.931864368	0.91609295	0.928797042	0.920740416	0.936961785	0.921639221	0.931704076	0.943106273	0.92811304	0.938710859	0.926377762	0.942635336	0.948981993	0.928081925	0.93527147	0.918256364	0.93150735	0.932109001	0.920169112	0.927927878	0.931223249	0.925700004	0.861865883	0.880735954	0.839634405	0.903341993	0.868043835	0.814232674	0.900620243	0.874431238	0.918692536	0.887204116	0.906729603	0.783543599	0.929150089	0.956965136	0.945525685	0.933432437	0.926647952	0.949088303	0.945210852	0.952314038	0.951969963	0.949493218	0.895047565	0.932262201	0.957074687	0.950564472	0.898322868	0.943179809	0.979933291	0.980877715	0.958302345	0.958841492	0.978928381
Hgigas8	0.941017559	0.854178676	0.49263097	0.893648989	0.844661379	0.836536302	0.782726268	0.897129996	0.756651829	0.883474722	0.886910465	0.874131107	0.862574858	0.907238174	0.935188095	0.941177762	0.938800356	0.923490952	0.910285318	0.838534037	0.75577368	0.7755029	0.958976945	0.941875409	0.940589009	0.952121569	0.945975088	0.954552373	0.942589847	0.934190197	0.937560579	0.786251158	0.839908671	0.723025686	0.832439735	0.750809731	0.680869935	0.689584932	0.649802842	0.679508705	0.476287737	0.669348973	0	0.580726358	0.95259423	0.889376213	0.933914577	0.917321007	0.933272593	0.970658532	0.962061935	0.963073642	0.954425014	0.944722657	0.915511077	0.965156983	0.92103654	0.966576034	0.966023645	0.944919529	0.952581245	0.968762959	0.941484962	0.961487259	0.950725472	0.959366137	0.956602203	0.967068319	0.954800872	0.963161264	0.970699115	0.965224063	0.970016038	0.962148973	0.970485445	0.975016089	0.963834069	0.970991876	0.956432638	0.964343027	0.964793653	0.958109971	0.962250091	0.96335946	0.957378625	0.942004994	0.949571021	0.918703691	0.959431479	0.951787484	0.939087433	0.951932441	0.942175198	0.964740545	0.951818576	0.95125169	0.890184978	0.96585806	0.981029494	0.976599532	0.970815864	0.964397837	0.978438805	0.975859514	0.979400378	0.979117015	0.978293544	0.948921737	0.969959198	0.980088911	0.979424376	0.956276992	0.975450112	0.9894665	0.991789264	0.983924707	0.984192267	0.987008162
Hgigas9	0.873390978	0.701417715	0.63095351	0.794177756	0.676639594	0.772595276	0.78379207	0.836752218	0.688110453	0.789267888	0.806987626	0.754149942	0.736409121	0.818552509	0.840112713	0.865511886	0.885063696	0.853248579	0.844622096	0.762711456	0.742143554	0.741293712	0.930369218	0.909526487	0.88275279	0.913218062	0.891836369	0.93238558	0.899350657	0.911727536	0.913479241	0.684162957	0.722013987	0.568592296	0.732205487	0.616131294	0.585791875	0.499068106	0.478679282	0.527494879	0.497162561	0.457919137	0.580726358	0	0.913062363	0.837865028	0.8975392	0.877669622	0.864954058	0.939281539	0.909113414	0.920422041	0.904018625	0.884653274	0.82191829	0.925254674	0.86206184	0.926933343	0.926503031	0.899655023	0.901290934	0.954041182	0.907253633	0.940352191	0.923846974	0.937212566	0.936870226	0.951865183	0.930678309	0.939489837	0.949250932	0.938154782	0.94694438	0.940763571	0.956652013	0.955253538	0.937852272	0.940607058	0.929649657	0.940730559	0.938588682	0.926580324	0.94496942	0.938961658	0.933411487	0.88011681	0.887403411	0.845043935	0.912375414	0.880940958	0.844286839	0.915389007	0.879678624	0.926325718	0.900515842	0.912973331	0.79812041	0.937382934	0.95980776	0.947839146	0.938189228	0.933745429	0.955535223	0.951062843	0.955883804	0.955537218	0.951005946	0.909567644	0.937566127	0.963342114	0.95886398	0.908706808	0.94419233	0.975930118	0.982962008	0.96794399	0.970640607	0.974006551
Hya6	0.809492651	0.789165174	0.919271651	0.82705087	0.827043839	0.809133647	0.850696651	0.766639291	0.853945133	0.815101341	0.83132513	0.862095027	0.847293229	0.834956959	0.823354565	0.777260907	0.766706889	0.754913795	0.751775851	0.842600381	0.870556233	0.842893395	0.624959581	0.632394888	0.662260116	0.637251095	0.570444445	0.617917211	0.751934848	0.790929659	0.770133317	0.85081898	0.849783894	0.874573828	0.85199033	0.867807886	0.879708659	0.880744796	0.88341221	0.885174411	0.917659684	0.903053616	0.95259423	0.913062363	0	0.77525907	0.751275365	0.747348277	0.789123565	0.844049239	0.847113497	0.825624332	0.833665909	0.814599324	0.808355385	0.848450011	0.796026684	0.843091492	0.823728384	0.833076748	0.839136825	0.853984272	0.853365289	0.870175832	0.860838341	0.85627232	0.844758087	0.849674392	0.872778415	0.853952072	0.859069877	0.842516728	0.859269519	0.838254417	0.842931957	0.849994328	0.829787743	0.870557526	0.84506993	0.861108814	0.853505212	0.853988392	0.869399207	0.852778251	0.854106076	0.670004136	0.64533181	0.758104927	0.798979792	0.809477893	0.819631474	0.780546265	0.800901087	0.769132756	0.809081098	0.791673291	0.832843048	0.842381434	0.892948509	0.877724271	0.852027681	0.865974247	0.884533849	0.885583008	0.86687243	0.871719026	0.887005656	0.864893642	0.846801461	0.870344491	0.893668964	0.843240721	0.865763001	0.916883304	0.942897588	0.892340416	0.910056554	0.905348219
SYA	0.849174596	0.724123076	0.859009592	0.770153554	0.771257927	0.792832747	0.762862787	0.810458459	0.79173582	0.809026709	0.816533509	0.855408789	0.810296624	0.813224181	0.855854345	0.854138868	0.86507734	0.831597446	0.810884726	0.782009309	0.74921074	0.751153589	0.848546879	0.832684049	0.81441916	0.841702588	0.838520368	0.847106789	0.841824964	0.85194004	0.827127464	0.799655982	0.821273316	0.801336634	0.819180781	0.798849442	0.75872033	0.790968903	0.722365862	0.797783107	0.854020965	0.796988091	0.889376213	0.837865028	0.77525907	0	0.447642671	0.359277447	0.818744252	0.919850449	0.869216274	0.892137454	0.880773586	0.86458396	0.810911188	0.900666276	0.828355372	0.901151185	0.898554357	0.903388178	0.867934411	0.878118091	0.825189771	0.913197485	0.90461262	0.884181019	0.878082571	0.873670595	0.898648068	0.913339118	0.915349898	0.902161748	0.905663309	0.889142365	0.899685249	0.923938861	0.905710617	0.929043602	0.889419836	0.905451585	0.899739802	0.89867511	0.901529029	0.914008111	0.904942471	0.84112209	0.8494372	0.838997799	0.89194143	0.869442404	0.833076964	0.887255929	0.846930354	0.870702237	0.871475772	0.890774206	0.830258351	0.91752518	0.946351044	0.93548747	0.913507395	0.910982275	0.936254283	0.937089574	0.925384748	0.939202944	0.945422105	0.903044814	0.911420887	0.934573526	0.948056694	0.88714502	0.932761302	0.954806218	0.969780848	0.91973841	0.931635497	0.943488562
