	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9
KA12	0.804617798	0.85028089	0.946407209	0.833781371	0.857101754	0.867163952	0.91437469	0.822238343	0.887928613	0.837186042	0.818204856	0.896971199	0.869856699	0.870213091	0.832267739	0.779724926	0.805574557	0.809037459	0.830942356	0.890565037	0.92159421	0.909046073	0.86168614	0.868253029	0.866333705	0.853157886	0.839857998	0.860716666	0.832822924	0.865974234	0.8567137	0.899450341	0.882532634	0.910405143	0.891098756	0.901226172	0.908958661	0.913870198	0.907062967	0.911410014	0.939771126	0.917329755	0.963073642	0.920422041	0.825624332	0.892137454	0.857911761	0.884005922	0.807079653	0.64916737	0.563836545	0	0.579005716	0.631914516	0.695196363	0.599971303	0.701078303	0.570306416	0.610386829	0.794690646	0.567312705	0.787729974	0.79152435	0.804630414	0.821907554	0.815843626	0.82927791	0.815206164	0.824032877	0.806999169	0.826898659	0.821237439	0.823553227
KA13	0.786954938	0.8312274	0.934396749	0.801433442	0.839546437	0.843152589	0.898929996	0.79568118	0.861209973	0.8171423	0.781231421	0.876620803	0.840914142	0.846951962	0.800760702	0.762905265	0.791314159	0.785657556	0.812432583	0.872064549	0.901807179	0.890451057	0.877433279	0.868510158	0.866441526	0.872263731	0.853044991	0.877497795	0.841839539	0.865211636	0.864976231	0.886614138	0.862538973	0.892000003	0.880904444	0.891191113	0.887946031	0.891541761	0.884622981	0.888354746	0.926549055	0.888794832	0.954425014	0.904018625	0.833665909	0.880773586	0.852885926	0.870205329	0.778174828	0.657900258	0.533861145	0.579005716	0	0.58420802	0.644791118	0.6152755	0.679400403	0.577485123	0.618088607	0.788055151	0.535300727	0.7844448	0.809026857	0.79655907	0.846220324	0.799504714	0.794078048	0.836213662	0.802547274	0.820213517	0.82839971	0.821824088	0.790280022
KA14	0.802918072	0.811546219	0.919014256	0.7788723	0.803155736	0.812507805	0.880982534	0.783155163	0.822718927	0.792751924	0.758692255	0.856677529	0.806857012	0.810578972	0.768160448	0.730553025	0.778902293	0.770819818	0.786880861	0.854038891	0.893987715	0.872582413	0.858342745	0.865221284	0.846041981	0.849054685	0.845313196	0.861055655	0.844862405	0.876055965	0.871470446	0.855927802	0.833055668	0.85896842	0.851874971	0.858598114	0.87697909	0.864947406	0.872143698	0.860215017	0.90631337	0.867402074	0.944722657	0.884653274	0.814599324	0.86458396	0.843034917	0.86752762	0.784728578	0.704060956	0.582456207	0.631914516	0.58420802	0	0.540844519	0.653748876	0.561623503	0.629565773	0.610143709	0.670645846	0.605000212	0.713477542	0.744039417	0.752868197	0.826169615	0.762181142	0.788209079	0.802085306	0.76966278	0.818544534	0.783405964	0.794434563	0.731699805
KA2	0.799704117	0.754483538	0.883539042	0.760475451	0.76416821	0.763405135	0.813822279	0.743879719	0.784662609	0.757061104	0.711465642	0.824763021	0.772893614	0.796278046	0.753349491	0.702797729	0.761905456	0.758630044	0.771631267	0.800806536	0.842914553	0.814026312	0.833736677	0.810613155	0.798071691	0.823375808	0.829390932	0.832750739	0.835348396	0.867410581	0.851315368	0.81845138	0.79816159	0.818578194	0.816347011	0.820240197	0.809925775	0.820852091	0.792979812	0.822576988	0.866970482	0.831353376	0.915511077	0.82191829	0.808355385	0.810911188	0.81064904	0.819884753	0.74839588	0.727481302	0.653902541	0.695196363	0.644791118	0.540844519	0	0.707538556	0.447278256	0.67666552	0.673576222	0.748270734	0.653241601	0.736639243	0.755735783	0.764555118	0.841805831	0.756722665	0.792738114	0.80630528	0.768635602	0.821103221	0.767122645	0.814402192	0.702476034
KA3	0.802228547	0.863206515	0.951407402	0.817036757	0.867035604	0.872796845	0.921347108	0.826745215	0.894555755	0.846388084	0.829159521	0.879957821	0.849909463	0.860025819	0.816231002	0.79273459	0.821656616	0.822795813	0.831687644	0.897612419	0.921786739	0.914635771	0.852429935	0.860945944	0.846556683	0.849558164	0.856617377	0.86818077	0.85330449	0.878622134	0.87187104	0.904691078	0.875844847	0.913593065	0.896481078	0.905521678	0.914916681	0.91598382	0.914013357	0.912912531	0.942597089	0.913482308	0.965156983	0.925254674	0.848450011	0.900666276	0.883197819	0.900124721	0.771443944	0.647997201	0.604603747	0.599971303	0.6152755	0.653748876	0.707538556	0	0.705086543	0.564066267	0.642223296	0.822526763	0.603929173	0.793736092	0.813517747	0.812967499	0.83337904	0.806398247	0.835892522	0.836979781	0.82292157	0.818514277	0.823309079	0.807983686	0.818327764
KA4	0.82060564	0.783955557	0.901314436	0.781770736	0.786127143	0.783622985	0.83827964	0.769567328	0.809223049	0.760835953	0.74479829	0.856501564	0.814089438	0.824959855	0.792408479	0.716317273	0.764102432	0.759952756	0.761577757	0.815694663	0.850047285	0.821528876	0.825307903	0.794919678	0.787076452	0.803380328	0.808355857	0.810547349	0.830545669	0.849276298	0.837047477	0.850115793	0.834853953	0.849485272	0.843664238	0.850200602	0.836533271	0.853462178	0.82940549	0.848032916	0.892991292	0.86328991	0.92103654	0.86206184	0.796026684	0.828355372	0.816359225	0.830174575	0.752445793	0.722648995	0.697936201	0.701078303	0.679400403	0.561623503	0.447278256	0.705086543	0	0.677967023	0.654878838	0.707943886	0.675969673	0.720033633	0.741370574	0.778477004	0.826043161	0.779697768	0.814499029	0.796900309	0.767885284	0.796470734	0.782763566	0.78792802	0.73917963
KA5	0.812847114	0.862073193	0.952739966	0.825589959	0.862265479	0.878638187	0.922682	0.835775238	0.897897419	0.850707474	0.830481056	0.888568531	0.861608153	0.871367389	0.825692826	0.783826526	0.824053606	0.830623858	0.837081802	0.90074421	0.928241845	0.917465916	0.864029466	0.872003795	0.862670445	0.863567163	0.865162926	0.868617901	0.858147397	0.881857316	0.876142359	0.908485661	0.884451584	0.917872159	0.894734361	0.909479566	0.919004069	0.917908403	0.918179168	0.916630702	0.944649181	0.921626936	0.966576034	0.926933343	0.843091492	0.901151185	0.882881689	0.899496899	0.780455198	0.588102284	0.516618192	0.570306416	0.577485123	0.629565773	0.67666552	0.564066267	0.677967023	0	0.558269793	0.82676041	0.554179695	0.788375847	0.801553449	0.814036098	0.843880966	0.795465443	0.834226788	0.843061043	0.839326423	0.829330198	0.832772963	0.816359084	0.824662958
KA6	0.823704767	0.865081381	0.952615498	0.846448456	0.872855203	0.879018762	0.921594448	0.840467579	0.896722009	0.853611533	0.834095574	0.905733891	0.88045629	0.880460802	0.841595845	0.76662278	0.806137905	0.810365879	0.834684668	0.893260788	0.920110295	0.910928458	0.837555808	0.849642508	0.844606646	0.829226486	0.837243412	0.831160421	0.846027682	0.874622828	0.864800972	0.914021906	0.889607363	0.915439674	0.904294147	0.914592663	0.916032769	0.919569482	0.914364713	0.918282537	0.944788559	0.91852759	0.966023645	0.926503031	0.823728384	0.898554357	0.872405381	0.895497496	0.797605798	0.641066153	0.624399358	0.610386829	0.618088607	0.610143709	0.673576222	0.642223296	0.654878838	0.558269793	0	0.791863289	0.630836075	0.772647656	0.782327866	0.800086252	0.830274926	0.800040013	0.848710506	0.826733106	0.830866183	0.812871395	0.825153688	0.816188723	0.829927061
KA8	0.874675229	0.851268036	0.924294334	0.862126786	0.836632127	0.821501218	0.886993085	0.832222528	0.841624406	0.813819556	0.8445841	0.911313895	0.878019097	0.874808783	0.842903978	0.829339734	0.835001306	0.838569626	0.833325156	0.881220934	0.895694926	0.872533838	0.875347791	0.882114608	0.864659289	0.883117826	0.861640249	0.879300746	0.870883782	0.866755477	0.867196986	0.889995375	0.86353422	0.893518321	0.880553488	0.894009514	0.906379377	0.899161362	0.889751492	0.894881762	0.935400032	0.89669078	0.944919529	0.899655023	0.833076748	0.903388178	0.882763481	0.902494031	0.858351555	0.837213165	0.79965277	0.794690646	0.788055151	0.670645846	0.748270734	0.822526763	0.707943886	0.82676041	0.791863289	0	0.806284613	0.80565384	0.800610558	0.781852728	0.827324786	0.83181546	0.836987471	0.798586794	0.779532702	0.822712208	0.826150967	0.81405448	0.843899523
KA9	0.770595649	0.811812244	0.932947357	0.77726472	0.8122062	0.832532023	0.892674472	0.793621719	0.855475638	0.798175215	0.771378584	0.865115498	0.827999867	0.830889569	0.806412857	0.761233774	0.776606074	0.773651401	0.797767212	0.866153542	0.899613975	0.884853265	0.864840894	0.866071962	0.854098541	0.856994453	0.835429083	0.864719167	0.827681684	0.864729553	0.852796006	0.87483114	0.842044198	0.886702839	0.863816854	0.872897612	0.883962772	0.887725392	0.880445435	0.884386201	0.924295681	0.883344106	0.952581245	0.901290934	0.839136825	0.867934411	0.844477111	0.865698308	0.770018946	0.630742502	0.534071569	0.567312705	0.535300727	0.605000212	0.653241601	0.603929173	0.675969673	0.554179695	0.630836075	0.806284613	0	0.795122176	0.809644331	0.794179117	0.85016906	0.804236876	0.816174266	0.848265602	0.828788521	0.835299468	0.850398338	0.833373373	0.779389606
Hya8	0.779457607	0.762457907	0.924683986	0.716917833	0.780190071	0.788945884	0.882642085	0.738397395	0.837857959	0.785940352	0.789993351	0.776984222	0.740916324	0.768882297	0.713750941	0.700850853	0.75143855	0.746300144	0.733864972	0.821689454	0.87012964	0.841646366	0.653998146	0.651295371	0.660423009	0.683801957	0.641137939	0.639982378	0.748169016	0.81488862	0.799043353	0.827503477	0.78979062	0.835120146	0.810997383	0.813817491	0.822839393	0.833486101	0.843189798	0.833769614	0.894765461	0.861865883	0.942004994	0.88011681	0.670004136	0.84112209	0.788134115	0.812687713	0.743327545	0.801685933	0.790398631	0.787729974	0.7844448	0.713477542	0.736639243	0.793736092	0.720033633	0.788375847	0.772647656	0.80565384	0.795122176	0	0.403344687	0.762014749	0.774391575	0.692928025	0.690082896	0.771901645	0.77751863	0.776226179	0.774688282	0.767678623	0.753196401
Hya9	0.787555213	0.77803585	0.929291485	0.765132793	0.796477621	0.808789628	0.888368229	0.738397738	0.838893663	0.786679229	0.806021366	0.829417765	0.809017558	0.808282961	0.752014012	0.722557257	0.765228211	0.759732053	0.744265553	0.836829019	0.882270203	0.851431968	0.670740665	0.681526603	0.653931671	0.685477367	0.660031601	0.66457906	0.776971521	0.821529691	0.801841254	0.840061549	0.802351995	0.855180446	0.823838478	0.838921858	0.845084916	0.854571858	0.858235022	0.853724754	0.906870373	0.880735954	0.949571021	0.887403411	0.64533181	0.8494372	0.805626298	0.81905223	0.752024957	0.809209514	0.81345504	0.79152435	0.809026857	0.744039417	0.755735783	0.813517747	0.741370574	0.801553449	0.782327866	0.800610558	0.809644331	0.403344687	0	0.747061589	0.762331861	0.714110944	0.729263711	0.750285544	0.759352139	0.758355924	0.756658527	0.761778656	0.772093347
XM1	0.783274679	0.744527496	0.878120016	0.775757513	0.741004879	0.753500164	0.851117195	0.729954141	0.738175563	0.686627384	0.73433826	0.826833448	0.77873966	0.764136919	0.726779325	0.728885922	0.720557749	0.706292349	0.697495825	0.817371613	0.855721898	0.831295442	0.837306353	0.840953967	0.823131526	0.848126455	0.80638748	0.848470172	0.809360641	0.837226405	0.811345795	0.786528197	0.789004315	0.818696324	0.79642173	0.808197261	0.846824587	0.832004933	0.838608749	0.823967252	0.873892305	0.839634405	0.918703691	0.845043935	0.758104927	0.838997799	0.815587123	0.838053289	0.766865707	0.811237226	0.803612385	0.804630414	0.79655907	0.752868197	0.764555118	0.812967499	0.778477004	0.814036098	0.800086252	0.781852728	0.794179117	0.762014749	0.747061589	0	0.663837166	0.667971141	0.688642483	0.639821382	0.60441188	0.638725785	0.627651252	0.671231352	0.654040026
XM10	0.818207514	0.824323405	0.94048147	0.831254342	0.819475954	0.841077209	0.908461051	0.786082627	0.850633822	0.80440036	0.823994327	0.874925076	0.859251046	0.840775226	0.798649736	0.795393891	0.797517455	0.801132014	0.808547572	0.844569446	0.906753587	0.883759157	0.842767623	0.848161581	0.846360261	0.847962115	0.819154648	0.853178957	0.820673906	0.852147056	0.827691893	0.854612456	0.855965582	0.876151064	0.849715546	0.868046305	0.898315196	0.886121249	0.905672437	0.881451588	0.923191734	0.903341993	0.959431479	0.912375414	0.798979792	0.89194143	0.854358005	0.870138593	0.809016743	0.818420686	0.855644215	0.821907554	0.846220324	0.826169615	0.841805831	0.83337904	0.826043161	0.843880966	0.830274926	0.827324786	0.85016906	0.774391575	0.762331861	0.663837166	0	0.743905991	0.772311746	0.645773313	0.700457532	0.608075213	0.644121277	0.632180476	0.79200807
XM12.1	0.800091496	0.770359044	0.925123492	0.754376265	0.774049758	0.811859799	0.894066576	0.747407523	0.806140993	0.793714234	0.752661195	0.763337721	0.726603191	0.724946853	0.656203973	0.724794354	0.766067438	0.77024294	0.773029953	0.859583794	0.904970465	0.882503565	0.853946433	0.852660455	0.824831272	0.85239756	0.836410214	0.861451238	0.824732995	0.857177546	0.837597273	0.804343034	0.803592852	0.835194686	0.804689804	0.820609478	0.857632756	0.84607086	0.867568978	0.8412937	0.898040188	0.868043835	0.951787484	0.880940958	0.809477893	0.869442404	0.838444786	0.854760745	0.783794225	0.805472994	0.801581697	0.815843626	0.799504714	0.762181142	0.756722665	0.806398247	0.779697768	0.795465443	0.800040013	0.83181546	0.804236876	0.692928025	0.714110944	0.667971141	0.743905991	0	0.560857155	0.716338531	0.683610694	0.73124767	0.675405586	0.761942977	0.668357737
XM12.2	0.775617463	0.715327447	0.907487153	0.67012351	0.709705721	0.766471448	0.873242403	0.719037757	0.759142	0.770034515	0.748551919	0.717965197	0.647760016	0.68748061	0.631809501	0.758896685	0.798536367	0.773045085	0.753252821	0.825114168	0.888398712	0.853258985	0.866804747	0.861594608	0.832362333	0.859926602	0.837968867	0.872940349	0.82829797	0.877329045	0.858999834	0.771065195	0.721293484	0.778687448	0.729736438	0.745185965	0.799991752	0.783624604	0.828301529	0.783660987	0.863020508	0.814232674	0.939087433	0.844286839	0.819631474	0.833076964	0.814701052	0.804412779	0.761020477	0.846134585	0.809778157	0.82927791	0.794078048	0.788209079	0.792738114	0.835892522	0.814499029	0.834226788	0.848710506	0.836987471	0.816174266	0.690082896	0.729263711	0.688642483	0.772311746	0.560857155	0	0.742927323	0.678378465	0.767519608	0.722083805	0.768684818	0.696092276
XM2	0.830365758	0.813974992	0.932223618	0.838556831	0.813228747	0.815581462	0.897740571	0.77007966	0.820525396	0.776040761	0.79807468	0.875715634	0.845114192	0.81564518	0.772287564	0.787904213	0.781254237	0.772771358	0.771561467	0.864219115	0.897162839	0.874064666	0.842721015	0.846008352	0.831230508	0.850797702	0.817898099	0.849255994	0.826717989	0.855238237	0.829896661	0.85542774	0.842100707	0.880939117	0.841533056	0.866584494	0.893454285	0.884731837	0.900499277	0.876620344	0.916864674	0.900620243	0.951932441	0.915389007	0.780546265	0.887255929	0.853225847	0.866473029	0.820246678	0.823459102	0.84193139	0.815206164	0.836213662	0.802085306	0.80630528	0.836979781	0.796900309	0.843061043	0.826733106	0.798586794	0.848265602	0.771901645	0.750285544	0.639821382	0.645773313	0.716338531	0.742927323	0	0.660462839	0.662379863	0.587023927	0.682339301	0.769242862
XM4	0.803281678	0.791532318	0.91216718	0.810982807	0.772092963	0.769463281	0.879160231	0.727768448	0.768593	0.744416829	0.742059212	0.857911302	0.820176305	0.7847208	0.740949853	0.779885841	0.770284556	0.767089216	0.775149881	0.839813539	0.87619233	0.848433924	0.858168407	0.850617444	0.82443468	0.866710424	0.830738205	0.867731034	0.824784443	0.835190473	0.818744901	0.837402259	0.811890817	0.853608644	0.823148649	0.845325525	0.882167257	0.868306938	0.87541024	0.860802605	0.909282021	0.874431238	0.942175198	0.879678624	0.800901087	0.846930354	0.80676707	0.829124359	0.791889404	0.834101095	0.811056033	0.824032877	0.802547274	0.76966278	0.768635602	0.82292157	0.767885284	0.839326423	0.830866183	0.779532702	0.828788521	0.77751863	0.759352139	0.60441188	0.700457532	0.683610694	0.678378465	0.660462839	0	0.6830742	0.648593418	0.68397208	0.717056489
XM5	0.8180285	0.825425536	0.937208058	0.845142218	0.840036662	0.825919346	0.896707979	0.782663483	0.84834321	0.781386748	0.808051078	0.889942858	0.868091931	0.837346599	0.79638475	0.773343021	0.768358087	0.78195086	0.767535163	0.853306681	0.891821392	0.878367206	0.819749137	0.829497066	0.811430054	0.832487995	0.80249605	0.824446602	0.792841958	0.818418051	0.788778616	0.87304672	0.874680407	0.897711704	0.874590768	0.890818715	0.901504716	0.903561503	0.908825824	0.899084233	0.933028634	0.918692536	0.964740545	0.926325718	0.769132756	0.870702237	0.836696136	0.855915567	0.805504856	0.811550726	0.837650335	0.806999169	0.820213517	0.818544534	0.821103221	0.818514277	0.796470734	0.829330198	0.812871395	0.822712208	0.835299468	0.776226179	0.758355924	0.638725785	0.608075213	0.73124767	0.767519608	0.662379863	0.6830742	0	0.643335119	0.634156629	0.803817148
XM6	0.816631127	0.788962492	0.913962146	0.816413327	0.787536606	0.797681386	0.886174661	0.739085268	0.788274501	0.774083224	0.763303013	0.857667445	0.831096588	0.784925758	0.743886236	0.760646259	0.782596705	0.764849468	0.782580093	0.844692715	0.89266648	0.872950549	0.858436706	0.840624878	0.834155558	0.863500636	0.847211074	0.865462053	0.834500434	0.861475486	0.836982662	0.83395014	0.824224902	0.863726358	0.814272015	0.855336302	0.885058937	0.873173306	0.895965685	0.866800406	0.905179899	0.887204116	0.951818576	0.900515842	0.809081098	0.871475772	0.849906996	0.860847593	0.795515792	0.829523524	0.837847691	0.826898659	0.82839971	0.783405964	0.767122645	0.823309079	0.782763566	0.832772963	0.825153688	0.826150967	0.850398338	0.774688282	0.756658527	0.627651252	0.644121277	0.675405586	0.722083805	0.587023927	0.648593418	0.643335119	0	0.688075295	0.685024148
XM7	0.827809283	0.84426463	0.936664325	0.821010896	0.83889495	0.850758115	0.907944775	0.791635402	0.851727445	0.807103472	0.811305507	0.870423677	0.848457341	0.835097452	0.791724367	0.813561012	0.795738605	0.827103938	0.797680461	0.863230503	0.903533613	0.889542892	0.851267602	0.861041119	0.856790603	0.859238193	0.836183637	0.85829151	0.829090346	0.865238873	0.843640193	0.856665688	0.863363728	0.885413718	0.857161977	0.87983826	0.899671582	0.887917504	0.906544187	0.883314464	0.924162084	0.906729603	0.95125169	0.912973331	0.791673291	0.890774206	0.870698605	0.878613204	0.815522177	0.810615299	0.831715321	0.821237439	0.821824088	0.794434563	0.814402192	0.807983686	0.78792802	0.816359084	0.816188723	0.81405448	0.833373373	0.767678623	0.761778656	0.671231352	0.632180476	0.761942977	0.768684818	0.682339301	0.68397208	0.634156629	0.688075295	0	0.81539698
XM9	0.802736736	0.695798893	0.83660465	0.725052299	0.68010908	0.690032116	0.802134665	0.726222028	0.644472824	0.697727473	0.64683811	0.765607442	0.681225265	0.696845259	0.708670866	0.663152115	0.749349817	0.704796922	0.715191291	0.800657575	0.814663079	0.77870702	0.865568485	0.844030079	0.827242681	0.867830153	0.848339696	0.872490399	0.853793726	0.875716595	0.859295731	0.752623801	0.751065622	0.775912528	0.760467628	0.753444719	0.799618588	0.770792591	0.778652665	0.765163698	0.832919348	0.783543599	0.890184978	0.79812041	0.832843048	0.830258351	0.826372587	0.834837402	0.75909805	0.845402816	0.80577826	0.823553227	0.790280022	0.731699805	0.702476034	0.818327764	0.73917963	0.824662958	0.829927061	0.843899523	0.779389606	0.753196401	0.772093347	0.654040026	0.79200807	0.668357737	0.696092276	0.769242862	0.717056489	0.803817148	0.685024148	0.81539698	0
